Frags,Occurances
[#6]-[#6](-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])=[#6]-[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6](-[#6]-4(-[#6]-[#6]-[#6](-[#6]-[#6]-4-[#6]-[#6]-3-[#8])-[#8])-[#6])-[#6]-[#6]-[#6]-1-2-[#6])-[#6],2
[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6](-[#6]-4(-[#6]-[#6]-[#6](-[#6]-[#6]-4-[#6]-[#6]-3-[#8])-[#8])-[#6])-[#6]-[#6]-[#6]-1-2-[#6])-[#6]-[#6]-[#6](-[#6](-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])-[#6])-[#8],2
[#6]-[#6](-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])-[#6](-[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6](-[#6]-4(-[#6]-[#6]-[#6](-[#6]-[#6]-4-[#6]-[#6]-3-[#8])-[#8])-[#6])-[#6]-[#6]-[#6]-1-2-[#6])-[#6])=[#8],2
[#6](-[#6]-[#6]-[#6]-[#6](-[#6](-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]=[#6]-[#6])-[#6])-[#6]-[#6])-[#6]-[#6]-[#6]-[#8])-[#6]-[#6]-[#6]-[#8],2
[#6]-[#6](-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])-[#6]-[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6](-[#6]-4(-[#6]-[#6]-[#6](-[#6]-[#6]-4-[#6]-[#6]-3-[#8])-[#8])-[#6])-[#6]-[#6](-[#6]-1-2-[#6])-[#8])-[#6],2
[#6]-[#6]-1-2-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6](-[#6]-[#6]-2(-[#6]-1-[#6]-[#6]-[#6]-2(-[#6]-[#6]-[#8])-[#8])-[#6])=[#8])-[#8],2
[#6]-[#6]-1-2-[#6]-[#6](-[#6]-3-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-[#8])=[#8])-[#6]-[#6]-[#6]-1-[#6]-[#6](-[#6]-[#6]-[#6]-3-1-[#6])-[#8])=[#8],2
[#6]-[#6]-1-2-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-2(-[#6]-1-[#6]-[#6]-[#6]-2(-[#6](-[#6]-[#8])=[#8])-[#8])-[#6])-[#8],2
[#6](-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]=[#8])(-[#6]-[#6])-[#8])-[#8],2
[#6](-[#6]-[#6]-[#6](-[#6](-[#6]-[#8])=[#8])-[#6])-[#8],2
[#6]-[#6]-1-2-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6](-[#6]-[#6]-2(-[#6]-1-[#6]-[#6]-[#6]-2(-[#6]-[#6]-[#8])-[#8])-[#6])-[#8])-[#8],2
[#6](-[#6]-[#8])-[#6]-[#6](-[#6]-[#6](-[#8])-[#6]=[#8])-[#6]-[#6],2
[#6](-[#6]-[#6]-[#6]-[#6](-[#6](-[#6]=[#8])-[#8])-[#6])-[#8],2
[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]=[#8])-[#6]-[#6]-[#6]-[#8],2
[#6](-[#6]=[#8])-[#6]-[#6](-[#6]-[#6](-[#8])-[#6]-[#8])-[#6]-[#6],2
[#8]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#8])(-[#6]-[#6])-[#8],2
[#6]-[#6]-1-2-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-2(-[#6]-1-[#6]-[#6]-[#6]-2(-[#6](-[#6]-[#8])-[#8])-[#8])-[#6])-[#8],2
[#6]-[#6]-[#6]-[#6](-[#6])-[#6](-[#6](-[#6](-[#6])-[#8])-[#8])(-[#6])-[#6]-[#6]=[#8],2
[#6]-[#6]-1-2-[#6]-[#6](-[#6]-3-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-[#8])-[#8])-[#6]-[#6]-[#6]-1-[#6]-[#6](-[#6]-[#6]-[#6]-3-1-[#6])-[#8])=[#8],2
[#6]-[#6](-[#6](-[#8])-[#6]-[#8])(-[#8])-[#6]-[#6]-[#6](=[#8])-[#6],2
[#6](-[#6]-[#8])-[#6]-[#6](-[#6]-[#6](-[#8])-[#6]-[#8])-[#6]-[#6],2
[#8]-[#6]-[#6](-[#8])-[#6](-[#6])-[#6](-[#6]-[#6]-[#6]-[#6]-[#8])-[#6],2
[#6](-[#6]-[#6]-[#6](-[#6](-[#6]-[#8])-[#8])-[#6])-[#8],2
[#6](-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#8])(-[#6]-[#6])-[#8])-[#8],2
[#8]=[#6](-[#6](-[#6]-[#16](-[#8])=[#8])=[#8])-[#8],2
[#8]=[#6]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#8])=[#8],2
[#6]-[#6]-1(-[#16]-[#6](-[#7]-[#6]-1-[#6](-[#8])=[#8])-[#6](-[#6]=[#8])-[#7]-[#6](-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)=[#8])-[#6],2
[#6]-[#6]-1(-[#16]-[#6]-2-[#6](-[#6](-[#7]-2-[#6]-1-[#6](-[#8])=[#8])=[#8])-[#7]-[#6](-[#6]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#7])=[#8])-[#6],2
[#8]-[#6]:1:[#6]:[#6]:2:[#6]:[#6]:[#7]:[#6]:2:[#6]:[#6]:1-[#8],2
[#8]=[#6](-[#6](-[#6]:1:[#6]:[#6]:[#6](:[#6](:[#6]:1)-[#8])-[#8])-[#8])-[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#8])-[#6]-[#6](-[#8])=[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#8])-[#6](-[#6]=[#8])-[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#8])-[#6](-[#6]-[#8])-[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#8])-[#6](-[#6]-[#7])-[#8],2
[#8]=[#6](-[#6]-[#6]-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#8])-[#8],2
[#6]-[#8]-[#6](:[#6]:[#6](-[#8]):[#6]):[#6]:[#6]-[#6]-[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#8])-[#6](-[#8])=[#8],2
[#8]=[#6](-[#6]-[#6]:1:[#6]:[#7]:[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:1:2)-[#8])-[#8],2
[#8]-[#6](:[#6]:1:[#6]:[#6]:[#6]:[#6](-[#8]):[#6]:1):[#6]:[#6]:[#7],2
[#6](:[#6]:[#7]:[#6]:[#6]-[#6])-[#6]-[#8],2
[#6](:[#6]:[#8]:[#6]:[#6]:[#6]):[#6](:[#6]:[#6]:[#6])-[#6]-[#8],2
[#6](:[#6]:[#6]:[#6]):[#6]:[#6]:[#7]:[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1,2
[#6]:[#7]:[#6]:[#6](:[#6]:[#6]=[#8])-[#6](-[#8])=[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#6]-[#6]-[#6]-[#7]-[#6]-[#6],2
[#6]-[#6](-[#6]-[#6]-[#7]-[#6](=[#8])-[#6])=[#8],2
[#6]-[#8]-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7]-[#6],2
[#6]-[#8]-[#6](:[#6](-[#8]):[#6]):[#6]:[#6]:[#6]-[#6]-[#6]-[#7]-[#6]-[#6],2
[#7]-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1-[#6](-[#6]-[#6](-[#6](-[#8])=[#8])-[#7])=[#8])-[#8],2
[#8]=[#6]-[#7]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#8],2
[#8]=[#6](-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#6]-[#8])-[#8],2
[#6]-[#7](-[#6]-[#6]-[#15](-[#8])(-[#8])=[#8])(-[#6])-[#6],2
[#8]=[#15](-[#6]-[#6]-[#8])(-[#8])-[#8],2
[#7]-[#6]:1:[#7]:[#6]:[#7]:[#6]:2:[#6]:1:[#7]:[#6]:[#7]:2-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#34](-[#8])(=[#8])=[#8])(-[#8])=[#8],2
[#7]-[#6]:1:[#7]:[#6]:[#7]:[#6]:2:[#6]:1:[#7]:[#6]:[#7]:2-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#34]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#7],2
[#7]#[#6]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#7])=[#8],2
[#6]-[#6](-[#6]#[#7])-[#7],2
[#6]-[#6]:1:[#6]-2:[#7]:[#6](-[#6]-[#6]:3:[#7]:[#6](-[#6]-[#6]:4:[#7]:[#6](-[#6]-[#6]:5:[#7]:[#6](-[#6]-2):[#6](:[#6]:5-[#6])-[#6]-[#6]-[#6](-[#8])=[#8]):[#6](:[#6]:4-[#6])-[#6]-[#6]-[#6](-[#8])=[#8]):[#6](:[#6]:3-[#6])-[#6]-[#6]-[#6](-[#8])=[#8]):[#6]:1-[#6]-[#6]-[#6](-[#8])=[#8],2
[#6]-[#6]-1=[#6]-2-[#7]-[#6](-[#6](-[#6]-2(-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6]-2=[#7]-[#6](-[#6](-[#6]-2(-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])=[#6]-[#6]:2:[#7]:[#6](-[#6]-[#6]:3:[#7]:[#6]-1:[#6](:[#6]:3-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8]):[#6](:[#6]:2-[#6]-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#8])=[#8],2
[#6](-[#6](-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])=[#7]-[#6]-[#6]-1(-[#6])-[#6](-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6](-[#7]-1-[Co])=[#6]-[#6](-[#6](-[#6]-[#6](-[#8])=[#8])-[#6])=[#7]-[#6](-[#6]-[#6]-[#6]-[#6])=[#6]-[#6]-[#6]-[#6])=[#6](-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])-[#7],2
[#6]-[#6]-[#6]-1=[#7]-[#6](-[#6](-[#6]-[#6](-[#8])=[#8])-[#6]-1(-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-1(-[#6])-[#6](-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6](-[#7]-1-[Co])=[#6](-[#6])-[#6](-[#6](-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6](-[#8])=[#8])-[#6])=[#7]-[#6],2
[#6]-[#6]-[#6](-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])=[#7]-[#6]-[#6]-1(-[#6])-[#6](-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6](-[#7]-1-[Co])=[#6]-[#6]-1=[#7]-[#6](-[#6](-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-1(-[#6]-[#6](-[#8])=[#8])-[#6])=[#6]-[#6],2
[#6]-[#6]-1=[#6]-2-[#7]=[#6](-[#6](-[#6]-2-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6])-[#6])-[#6]=[#6]-2-[#7]=[#6](-[#6](-[#6]-2-[#6]-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6]=[#8])-[#6])-[#6](=[#6]-2-[#6](-[#6](-[#6](-[#7]-2-[Co])(-[#6]-2-[#7]=[#6]-1-[#6](-[#6]-2-[#6]-[#6](-[#8])=[#8])(-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])-[#6])(-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])-[#6],2
[#6]-[#6](:[#6]:[#6]):[#6]:[#6]:[#6]-[#6](-[#6]-[#6]-[#8])-[#6]-[#6]-[#6],2
[#8]=[#6](-[#6]-[#6]-[#6]:[#6]:[#6](-[#6]-[#6]):[#7]:[#6]-[#6]-[#6]-[#6])-[#8],2
[#6]-[#6]-[#6](-[#6]-[#6]:[#7]:[#6]:[#6])-[#6],2
[#6]-[#6]:1:[#7]:[#6](:[#6](:[#6]:1-[#6])-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6]:1:[#7]:[#6](:[#6](:[#6]:1-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6](-[#6]-[#6]-[#6])-[#7]-[#6]-[#6]-[#6],2
[#6]-[#6]-[#6]-[#6](-[#6]-[#6])=[#6](-[#6]=[#8])-[#6],2
[#6]-[#6]-[#6]:1:[#7]:[#6](:[#6](:[#6]:1-[#6])-[#6]-[#6])-[#6]-[#6]:1:[#7]:[#6](:[#6](:[#6]:1-[#6]-[#6]-[#6](-[#8])=[#8])-[#6])-[#6]-[#6]-[#6]-[#6]-[#6],2
[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6](:[#6]:1-[#8])-[#8])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6],2
[#8]=[#6](-[#6]-[#6]-[#6](-[#6]-[#6](-[#6](-[#8])=[#8])-[#6](-[#8])-[#6])=[#8])-[#8],2
[#6]-[#6](-[#6]=[#6]-[#6]=[#6]-[#6]-[#6]-[#6](-[#8])=[#8])=[#8],2
[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6])-[#6](-[#8])-[#6]=[#6]-[#6],2
[#6](-[#6]-[#6](-[#6])-[#6](-[#8])-[#6]=[#6]-[#6])=[#8],2
[#8]=[#6]-[#6]-[#6]-[#6]-[#6](-[#6](-[#6])-[#6])=[#6],2
[#6](-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#8])-[#6]-[#6]=[#6]-[#6])-[#8],2
[#6]-[#6](=[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]:1:[#6]:[#6](:[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:1-[#8])-[#8])-[#6])-[#6],2
[#7]-[#6](-[#7]-[#6](-[#6])-[#6]-[#6]-[#6]=[#8])=[#8],2
[#6]-[#6]:[#6]:[#6]:[#6]:[#6]:[#6]-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#6]-[#8],2
[#7]=[#6]-[#6]-[#6](-[#8])=[#8],2
[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#7]-[#6]-[#6]-[#16]=[#8])=[#8],2
[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6])=[#6]-[#6]-[#6]-[#8]-[#6],2
[#6](-[#6](-[#6])-[#6])-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6])=[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6],2
[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])=[#6]-[#6]-[#6](-[#6](-[#6]-[#6]:[#6]:[#6]:[#6])-[#8])-[#6]-[#6],2
[#6]-[#6]-[#6]-1-[#8]-[#6]-1-[#6]-[#6]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],2
[#6]-[#6]-[#6]-[#6](=[#6]-[#6]-[#6]-1-2-[#8]-[#6]-1(-[#6](-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-2=[#8])=[#8])-[#6])-[#6],2
[#6]-[#6](-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6])=[#6]-[#6]-[#6](-[#6]-[#6])-[#6]-[#6]-[#6],2
[#6]-[#6](-[#7]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8])-[#6]-[#8])-[#6]-[#8])-[#8]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#7]-[#6](=[#8])-[#6])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])(-[#8])=[#8])(-[#8])=[#8])-[#6]-[#8])=[#8],2
[#6]-[#6](-[#7]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8])-[#8]-[#6]-1-[#6](-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6])=[#8])-[#6])=[#8])-[#6]-[#6]-[#6]-[#6](-[#6](-[#8])=[#8])-[#7])=[#8])=[#8])-[#6])=[#8])-[#6])-[#7]-[#6](=[#8])-[#6])-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]=[#6](-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])-[#6])(-[#8])=[#8])(-[#8])=[#8])-[#6]-[#8])=[#8],2
[#8]-[#6]:1:[#6]:[#6](:[#6]-2:[#6](-[#8]-[#6](-[#6](-[#6]-2-[#8])-[#8])-[#6]:2:[#6]:[#6]:[#6](:[#6](:[#6]:2)-[#8])-[#8]):[#6]:1)-[#8],2
[#6]-[#6]-[#6](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])=[#8],2
[#7]-[#6]:1:[#7]:[#6](:[#6](:[#6](:[#7]:1)=[#8])-[#7])-[#7]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#15](-[#8])(-[#8])=[#8])(-[#8])=[#8])(-[#8])=[#8],2
[#7]-[#6]:1:[#7]:[#6](:[#6](:[#6](:[#7]:1)=[#8])-[#7]-[#6]=[#8])-[#7]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8],2
[#7]-[#6]:1:[#7]:[#6]-2:[#6](-[#7]=[#6](-[#6]-[#7]-2)-[#6]-[#7]-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[#6]-[#6](-[#8])-[#6](-[#8])-[#6](-[#6]-[#8])-[#8]):[#6](:[#7]:1)=[#8],2
[#7]-[#6]:1:[#7]:[#6]-2:[#6](-[#7]-[#6](-[#6]-[#7]-2)-[#6]-[#7]-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#8])=[#8])=[#8])=[#8]):[#6](:[#7]:1)=[#8],2
[#7]-[#6]:1:[#7]:[#6]-2:[#6](-[#7]-[#6](-[#6]-[#7]-2)-[#6]-[#7](-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]=[#8])=[#8])=[#8])-[#6]=[#8]):[#6](:[#7]:1)=[#8],2
[#8]=[#6](-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6](-[#8])=[#8])=[#8])-[#8],2
[#7]-[#6](-[#6](-[#8])=[#8])-[#6]-[#6](-[#6]=[#8])-[#8],2
[#8]=[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#8])-[#6](-[#6]-[#8])-[#8],2
[*]-[#6]-1=[#6]-2-[#7]=[#6](-[#6](-[#6]-2(-[*])-[*])(-[*])-[*])-[#6](=[#6]-2-[#7]=[#6](-[#6](-[#6]-2(-[*])-[*])(-[*])-[*])-[#6](=[#6]-2-[#7](-[#6](-[#6]-3(-[#7]=[#6]-1-[#6](-[#6]-3(-[*])-[*])(-[*])-[*])-[*])(-[#6](-[#6]-2(-[*])-[*])(-[*])-[*])-[*])-[Co])-[*])-[*],2
[#6](-[#6](-[#16]-[#6]-[#6]-[#7]-[#6](-[#6]-[#6]-[#7]-[#6](-[#6](-[#6](-[#6]-[#8]-[#15](-[#8]-[#15](-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#7]:1:[#6]:[#7]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:1:2)-[#7])(-[#8])=[#8])(-[#8])=[#8])(-[#6])-[#6])-[#8])=[#8])=[#8])=[#8])=[#6]-[#6](-[#8])=[#8],2
[#6](-[#6](-[#6]-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])=[#8])-[#8],2
[#8]=[#6]-[#6](-[#6]-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])=[#8],2
[#8]=[#6](-[#6]-[#6](-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])-[#8],2
[#6]-[#6](-[#6](-[#6]-[#8]-[#15](-[#8])(-[#8])=[#8])-[#8])=[#8],2
[*]-[#6](-[#7]-[#6](-[#6](-[#6]=[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#8])-[#6]-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#6]-1(-[#6]-[#6](-[#6](-[#6](-[#8]-1)-[#6](-[#6](-[#8]-[#6]-1(-[#6]-[#6](-[#6](-[#6](-[#8]-1)-[#6](-[#6](-[#6]-[#8])-[#8])-[#8])-[#7]-[#6](=[#8])-[#6])-[#8])-[#6](-[#8])=[#8])-[#6]-[#8])-[#8])-[#7]-[#6](=[#8])-[#6])-[#8])-[#6](-[#8])=[#8])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#7]-[#6](=[#8])-[#6])-[#8]-[#6]-1-[#8]-[#6](-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#6]-1(-[#6]-[#6](-[#6](-[#6](-[#8]-1)-[#6](-[#6](-[#6]-[#8])-[#8])-[#8])-[#7]-[#6](=[#8])-[#6])-[#8])-[#6](-[#8])=[#8])-[#8])-[#6]-[#8])-[#8])-[#6]-[#8])-[#6]-[#8])-[#6]-[#8])=[#8],2
[#8]=[#6]-[#8]-[#6]-[#6]-[#6](=[#8])-[#7],2
[#6]-[#6]-[#6](=[#8])-[#8]-[#6](-[#6]-[#6]=[#8])-[#6],2
[#6]-[#6]-1-[#6](-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-[#6]-1)(-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#8])-[#6]-[#6]-[#6],2
